#{"t_start": 1648476916.1027277, "env_id": "CarRacing-v0"}
r,l,t
3.942652,1000,6771.063054
1.694915,1000,6778.17309
14.09396,1000,6785.209088
-45.098039,1000,6792.095093
-0.369004,1000,6799.293088
54.362416,1000,6807.017091
72.307692,1000,6814.162087
-16.184971,1000,6821.376087
225.581395,1000,6828.528088
30.563798,1000,6835.546092
15.537849,1000,6842.590604
-8.284024,1000,6849.590601
34.275618,1000,6856.778114
3.092784,1000,6863.722114
11.111111,1000,6870.407112
-2.684564,1000,6877.412685
34.831461,1000,6884.120685
19.298246,1000,6890.892685
193.918919,1000,6897.805279
78.694158,1000,6904.783279
-3.010033,1000,6911.860277
268.02974,1000,6918.781278
18.243243,1000,6925.930794
9.433962,1000,6933.073844
7.638889,1000,6940.013843
-89.051095,1000,6947.081845
-8.163265,1000,6954.188841
-1.360544,1000,6961.15984
32.867133,1000,6968.207846
-12.650602,1000,6975.323842
0.0,1000,6982.487902
253.503185,1000,6989.514903
10.726644,1000,6996.534904
-47.761194,1000,7003.440904
-12.772586,1000,7010.782423
13.793103,1000,7017.809944
-54.861111,1000,7024.753942
2.836879,1000,7031.746944
